text,label
محتاجين بس نسكر بوازنا ونسكت نحن شعب لا نفقه إلا الثرثرة ,normal
اعذرهم معاليك صوت الحق اربكهم و حب السلطة و المال يتحكم بهم ,normal
لعنتوا شرف الثورة يا أندال,abusive
"غرد الجحش وظن باءنه حصاناً تتكلم مع العوني بموضوعية فيرد كبهيم حقير جربان مثل اصله

",hate
العوني اذا تمدن متل الجحش اذا تكدن بعمرك شفت عوني بيفهم,hate
ما عم يدعمك ايه هههههه ,normal
خدلك نصيحة خدلك نصيحة عنا الحلبية كلون شبيحة,hate
اذا معلمهم هبيلة بعمرك شفت عوني بيفهم,hate
لقاء خلدة يلي بيتضمن جعارين مرتدين لا فهم و لا أخلاق عملاء تابعين للجزمة السورية عيني لا انت و لا حليفك ,abusive
هربت منو بالبيجامة فا لا تحكي كلام اكبر منك لعاب على قدك يا صغير ,normal
منشار ,normal
شكرا لصباط امير قطر ,normal
انت طلعت صرماية فعلا العقاب لوهاب وهاب قاتل ابو دياب ,abusive
هوا عليك و ع بلدك و ع عبودة كمان  ليش اسمكن بلد انتو اصغر قرية بسوريا اكبر من بلدك كلها يا قرباط الشرق الاوسط  لعن الله من جمعكم حثالة حقكم صرماية تنضربو فيها,hate
ما بيسترجي ,normal
يعني يا محترمة عم تجملي الكل,normal
يرثها عباد الله الصالحين ,normal
نحتاج الى مكنسه تكنسك انت وكل محور المماتعه وتكبكم بمزبلة التاريخ ,abusive
مش عم نفهم عليك هالايام العقاب لوهاب وهاب قاتل ابو دياب ,normal
و وحدة هبيلة بتزقفلن و بترقصلن   ,abusive
عباس يا نوري يا قرباطي اعرف من هو اباك اعمل ال د ان اي يا حفيد السستالني,hate
الكلاب اللبنانيين يداهمون مخيمات عرسال للاجئين السوريين كلاب وستبقون كلاب,hate
هههههاي والله مابومات الا البنات الي دوم دايم وهن هبلات,hate
بتعرف شو الفرق بين الحر وبين المأجور هذا هو انت بوق للنظام ,abusive
والإعتداءات على مشاعات الدولة من قبل الممانعين حلفاءك لماذا تغض النظر عنه يا حامل لواء مكافحة الفس ,normal
يسعد صباحك ,normal
الاصلية كانت سافر فأنت لست شجرة على ما اذكر,normal
عندما نقف أمام هامه سياسية فذة متمثلة,normal
لا شمعون ولا بشير جبران باسيل هو جبران باسيل,normal
الاناء ينضح بما فيه شوف كلمة الزبالة من وين خرجت انا ما بحب الوزير جبران,normal
يخليلنا ياك    ,normal
إنت الحق وغيرك مين أب المظلومين ,normal
واحد غجري نوري قرباطي,hate
لو منو رجل فاسد ما بضل يكشف عن فساده ,normal
كلاب لبنان أحقر من اليهود لاشرف ولامرؤة ولادين استبقلكم الشعب السوري يوم كنتم كلاب لاجئة هائمة في  عرسال ورديتم الجميل بالرصاص عبيد المجوس والترك,hate
هيدا اسوأ عهد مرق بتاريخ لبنان,normal
ما مستوطي الا حيط الشيخ سعد لأنه آدمي وجمهوره ما بيقاتل ولأنه مش مستعبرك مش قابل يرشيك او يشتريك ,normal
لو ما تفكيرك غبي متلك ما بتقلولي نحنا جماعة حزب الله  فيا غبية أنا قصدي انتي ولي متلك لي ما عندن شغلة إلا يراقبو شو بيعمل الشيخ سعد  والهيقة الخرزة الزرقا عامليتلك عقدة انتي ولي متلك وان شاء الله تفهمي شو بقصد وما تقولي قصدة جماعة فلان,abusive
لك بالقليلة عم تبسط هالدراويش المحرومين,normal
بيكي أندرسون تسأل جبران باسيل المعظم في علم الاقتصاد حول مشاكل لبنان وهو يجيبها بردية زجل عن الشعب اللبناني العظيم معيب,normal
ليك كول هوا وعملي بلوك,abusive
شو وايك تحط صرماية عتيقة بنص حنكك انت كمان ما حدا خائن غير سلالة القرود الاسدية باعو البلد للصهيوني والايراني المجوسي,hate
وحدووووووه ,normal
لك العما بعيون عيونك شو انك حيوان وبهيم وعديم الاحساس العما يا جحش لسه كل ما تنبح وتغرد بتاكل مية بهدلة والف مسبة روح انطم بقى وحط صرماية بحلقك وحاجتك اكل خر يلعنك ويلعن معلمك الحيوان بشار المماتع قال دكتور مناضل قال اتفووووووو ع شرفك وشرفه اذا في عندكم شرف,abusive
يجب على القضاء محاكمة لصوص المال العام ومغتصبي الاملاك العامة ,normal
القاصي والداني بيعرف انو بشار الكر مجرد عبد مأمور عند اسياده الروس والمجوس يعني حقو صرماية عتيقة لابحل ولابيربط لعنة الله عليه,abusive
مصلحة لبنان فوق كل مصلحة ,normal
جيش ابو شحاطة الاثدي والجيش الروسي القذر وجهان لصرماية واحده اما القاذورات التي تعلق باسفلها فهي حتما تمثل حالش وايران,hate
والسبع تنعام منك و من هيك لقاء نائب مش قادرين توصلو شيخ عقل الطائفة ينتخبه المجلس المذهبي مش انت,normal
ههههههه داعشي طنط كول هوا ولاك حريمه,hate
اديش بتاخد عالتويت ,normal
فعلا وبالملموس كلامك صح والف مبروك للناجحين وان شاء الله بتنفرج بالحكومة وخلي هالناس تفرح شوي ,normal
على اساس ان الاجنبي بيترك الشقر وبيتزوجك يا ام ركبه سودا,hate
اخبار حسيتها متل ورقة النعوة كل اخبارها حقد على العهد وحقدها اكبر على جبران باسيل,normal
نحن نفتخر بسماحة الشيخ نصر الدين الغريب شيخ عقل طائفة الموحدين الدروز صاحب الأيادي البيضاء ونعتز به كممثل لنا في القمة العربية ,normal
يا ريت حدابيعملها معالسياسيين عنا بس بدل الصباط صاروخ ارض جو ,normal
اتصالات سكلية يا سحلية  انو شو بنفهم منك يا فهمانة  طويلة ع رقبتك,abusive
شوفي وجك انت كيف قبل يا بشعة هاهاها,abusive
ممكن تخبرنا مين هني ثلاثة ابطال ,normal
يا استاذ وئام اذا بدك يانا نصدقك و نمشي معك يجب عليك ان تسمي الفاسد الصديق قبل الغريم القصة فش نكايات ,normal
الله يكون بعونا عليه على جبران باسيل  ,normal
مبروك لبنان ابتداءً من هالليلة صار في انترنت سوبر سريع ببعض المناطق بفضل إطلاق مشروع الألياف الضوئية يللا عقبال ما يصير عنا كهربا,normal
حبيب فياض مصاب بعقدة باسيلوفوبيا,normal
انت و مرجعك الكبير و صرمايتي سوا ,abusive
قديمة ,normal
أيتها النصرانية البشعة القبيحة فاقدة الأنوثة والجمال والأخلاق أنتي مصابة بداء جنون العظمة تظنين أن لا أحد يفهم في الإعلام إلا أنتي وتظنين أن لا يوجد قناة إلا خنزيرتك وبإمكان خنزيرتك هز الدول واستقرارها  شو قالولك مثل بلدك لبنان مغتصب من إيران عبر حزب الله  يا بشعة,hate
هيدي مش وزيره هيدي شيطان الحكومه عاملي فوق ال عملية تجميل وبعدا بشعه يا محلا المسخ,hate
مي شدياق انتهت صلاحيتك بين الرجال ما عاد الك منفعة هههههه خرسي بقا حطي إيدك البلاستيك ب,hate
حكم القوي يا ست هانم,normal
واصح من ردك انك غبية روحي عالمطبخ يا قلبي,hate
لا يابقرة هاتريك هذا يقولونه للأعب اللي يسجل ثلاث اهداف روحي عالمطبخ بسرعة قبل لا احد يشوفك,hate
الحمدالله الذي كشف دور الامارات الارهابي في حيك المؤمرات ضد السعويه ومشروع محمد بن زايد,normal
يخربيتك روحي عالمطبخ لو شافك هتبقي مصيبه  ,hate
جبران باسيل مش اول مرة بيحكي عن حق اسراءيل بالأمن فيعني هيدي قناعاته فعلى اي أساس متحالف مع الحزب,normal
فخر يلي يكسرلك راسك على اساس انتي من اصحاب القرار روحي انقبري عالمطبخ ولا نقبري قعدي قدام قناة بداية وتركي السياسة لأهلها,hate
شعب إذا ضرب الحذاء برأسه صرخ الحذاء ما ذنبي اضربو كما تكونوا يولا عليكم الله يخليلنا امراء الحرب ,normal
روحي عالمطبخ ياكلبة الدب,hate
من عجائب آخر الزمان ,normal
الدفع مقابل النباح على جبران باسيل,normal
ضو كول هوا,abusive
كانت بايخة و ما كتير ناجحة لان ما جبتو سيرة الوزير جبران باسيل شي مرة,normal
منذ إنتهاء الحرب الأهلية لم يجرؤ أي مسؤول لبناني رسمي أن يتحدث عن حق إسرائيل بالأمن إلا جبران باسيلو قد فعلها أكثر من مرة,normal
بيقتل القتيل وبيمشي بجنازته الهيئة الحق على الشبح كاسبر,normal
نعم وئام هذا من اخبث البشر وحليف دائم لحسن زميرة وخامنئي فكيف يكون وطني هو الى الفرس ,abusive
تؤبريني شو ألبك حنون ما خطفتوه انقذتوه وليه ما ألتلك انو مخك ما بيستوعب روحي عالمطبخ وبلا جعدني,hate
يالطيف شو بشعة روحي عالمطبخ وسكتي حجة,hate
شو خص الرفض بالقبول وكأنو عم بتصوروا هالنص مليار لح ينقلوا الاقتصاد مدري لوين طول,normal
اول شي منفتخر بي بشير الجميل بي جبران باسيل يا جاهل و ثانيا روح جاهد شو فهم بالسياسة,normal
سكتي وليك شرنة هاد جوزي بدنا نضل بسوريا ونطهرا من الجراثيم,abusive
رئيس الشيشان الكلب,hate
هل تعلم انه بالحرب اللبنانية كان في إجرام قد ما بدكن بس ما كان في فجور سياسي قد هلق,normal
رفيق لطف شبيح درجة أولى لبشار وزمرته  ورئيس قناة الكوثر الطائفية ومحلل سياسي حقير  ومذيع معتوه وغباء بحجم الكون,abusive
يحرق عرضك روحي عالمطبخ فضحتي لدنيا وانت وهبلك,hate
سنبقى معكم لتحقيق منطق العدالة لجميع أبناء الطائفة المعروفية ,normal
سليل الحسب فعلا سليل الجحش ابن الجحش ابن الوحش سليله حيونه بامتياز,abusive
حكيك متلك كلو خرا بخرا,abusive
إشتغل ربع لعم يشتغلوا الرئيس ميشال عون والوزير جبران باسيل,normal
هذا شيعي حقير,hate
لم ننتظر شهادة عن وفاء العماد عون وعن صدق جبران باسيل لأنهم سطروا التاريخ بقيمهم النبيلة ولكننا نفتخر بكلام سماحته الذي أسكت,normal
كلنا معك يا بطل هيدي هيي الرجوله بيضل عموقف واحد مش بيبروم ليحمي حالو ومصالحو اتعلمو من وئام وهاب الشرف ,normal
روحي انقبري انشغلي بشي عمستوى تفكيرك الخرا وتركينا من تنظيراتك وفلسفتك لا تدخلي فينا ويلا عالمطبخ,hate
صار من شروطها يدخلوا اخوة سوا,normal
ليش غيرانه يا ام ركبه سودا,hate
لما السيد قال إنو جبران باسيل صديقو صراحة انا انبسطت لان تذكرت انو الشهيد رفيق الحريري كمان كان صديقو ع كل حال,normal
انت يا سارق شو مفكر ما منعرف مين سرقلا المصاري و افلست الشركة روح شوف فسادك انت من وين معك كل ,normal
لازم نعلمهن يقولوا اختاااااااه,normal
يا عيني السياسة الاقتصادية قايمة على الدين وحولت البلد من الانتاج للإستهلاك وين الصناعة,normal
بتوقيت نصرالله شو رأي السيد اذا منبعت جبران باسيل على فينزويلا لدعم محور الصمود والتصدي ويرتب الأوضاع,normal
إذا صح الكلام عن قرب توجه جبران باسيل إلى دمشق لدعوة النظام السوري إلى القمة الاقتصادية العربية,normal
كول هوا يا ابن الكلب,abusive
لعنه الله عليك ي شيعي ي حقير ي واطي يابن ست وستين كلب,hate
آخ يا جبران باسيل شو قاهر عالم انت معلم منا وجر,normal
هوي عميل لبشار في لبنان ,normal
انا مع جبران باسيل نكاية بي رب العالم كلن,abusive
لا شك انها لامستك بالشكل وبالمضمون يا من مارست العهر على ابناء جلدتك ستحي بقى ,abusive
شو رأيك يحطوك أنت شيخ ألكذابين بتلبقلك ,abusive
اشم ريحت زباله يمكن سني حقير هنا,hate
انت لازمك حكيم بيطري ليعرف وجعك ههههه حرام العماد عثمان عاملة عقدة ,abusive
الرئيس السابق لمجلس النواب حسين الحسيني يقول الوزير جبران باسيل لم يقرأ الطائف,normal
لك طائفي لك حقير أنا سوري مسلم سني و بحب بلدي و رئيسي تفي عليك يا واطي,abusive
والله بعد شي نهار تاج راسك و كسارو اللواء عماد عثمان ليجيبك و يعملك عبرة و مسخرة و ممسحة والله ,abusive
انو غريب يوجعك راسك القواتجية عادة بيكونو بلا راس,hate
أعزائي الأثيوبيي والكينيي بتريدوا انو كل ما تعملوا ماراثون ببلادكُن يربحوا لبنانيي,normal
اجمل شي بس يخبص باسيل منرتاح من ناس على تويتر لفترة من الوقت,normal
وهّاب للمشنوق هذا ما يجب أن تفعله قبل المدح بعثمان ,normal
الله يلعن جميع الأديان يلي دمرت البشرية ,hate
انت ليش بين فاصلة ونقطة بتدحشي المقاومة بكلامك بكفيك حقد اسود وبخ سم عليها شو المقاومة لحاكمة البلد احكي مع احبابك حمار خليهن يغيرو القوانين والأنظمة بعدين احكي,abusive
انا اكيد انو الحق على المهندس جبران باسيل و ما بدها تنين يحكو فيها و بلا نقاش,normal
أعلنت جامعة اوكسفورد البريطانية عن منح الوزير جبران باسيل دكتوراه فخرية في العلوم الإقتصادية,normal
شو عدا مابدا,normal
مظبوط مضيع    ,normal
أو انت ما بتغرد انت بتشنهق,abusive
معظم القواتجية صهاينة,normal
ثقافة الذبح ليست من شيم جبران باسيل,normal
مياومو الإعلام اللي شالوا كل مشاكل البلد تيركزوا على جبران باسيل,normal
ليش حتى بلبنان مشايخ لعقل مقسمين,normal
دويلة قطر هي راس الأفعى وأم الارهاب وراعية الخراب في الدول العربية والممول الرئيسي لعمليات الارهاب ,hate
وهاب نتمنى أن لا ينظر علينا احد بمحاربة الفساد وهذا يعني محاربة الفساد فاسدة أيضا ,normal
أقترح ردم اللاجئين بالبحر على طريقة ردم جبل النفايات بصيدا,hate
ما في حظوظ للاتباع الرئيس لازم يكون قوي في بيئته جبران باسيل ما عندو منافس,normal
العرب جرب,hate
كلام الحق ,normal
لو في دولة بتحترم حالها كنا شفناك عم تغرد من رومية ,normal
خليكن قاعدين عجنب و ساكتين لان بعدنا عم نصبر عليكن بس كلو الو حدود ما تلعبوا ,normal
مين هني يلي تحت سن ؟ ,normal
ما بتتذكريني اتذكر مين انا بوقف بنص الدرج اتذكر اذا طالعة ولا نازلة,normal
انت يا جرذون طهر نيعك قبل ما تحكي عن الأسد,abusive
منوزع شرف عالكل جبران باسيل التيار الوطني الحر,normal
لو في دولة بتبعت بتلمك انت وكل الزبالة اللي متلك ,abusive
جبران باسيل صديقي,normal
بايرن الكندرة,abusive
متل ما بداء جبران باسيل وزمرة التيار بنبش القبور كمل الرئيس الأوي بالتفرقة مش جديدة عليهم هالغة عهد فاشل من تيار عاهر,hate
واساءل حالك يا ذكي وفلتت زمانك مش صعبة عليك اساءلون واحد يلي حوليك اليوم وين كنت قبل ما صرت,normal
الله يشفيك من عقدة النقص ع كل حال جبران باسيل عنوان النزاهة يا كذاب كذبك يا أيوب,abusive
طيب جيب مساعدات من صاحبك مبز ,normal
أنت كتلة متكاملة من العنصرية والغباء الفكري والسياسي والاقتصادي  كلك على بعضك حمار,abusive
يا عيني ملا جريدة الاخبار ,normal
كثر انتقادك انت و غيرك هو سبب نجاح جبران باسيل مياومو الإعلام,normal
اذا جبران باسيل بدو يكون كميل شمعون او بشير الجميل الثاني طيب ليه ما بكون متل الجنرال,normal
سؤال لحضرتك أين من تمدحهم بالليل والنهار,normal
وانت من اي صفة يا وهاب ,normal
من يكون ضنينا على مصالح الناس يجب أن يكون من الناس ,normal
ما حدا جابرك ضلك هون   ,normal
مع الجحش بشار معلمك,abusive
اهلا و سهلا بالامير الشريف امير قطر ,normal
عثمان او حدا تاني؟؟؟ وواثق من نفسه  ,normal
ما في كبير بوجودك قائد طال عمرك ,normal
لو في دولة اساسا وتحترم نفسها لن تترك بوقا شيطانيا مثلك فتنوي انت وصرمايتك سوا   ,abusive
واعلم ان العديد من اللبنانيين يعملون فيهافارجوك عادي من شئت اما لبنان الرسمي فلا يستطيع معاداة احد سوى الكيان الصهيوني ,normal
ما في غيرو الفتنة مأجور حقو فرك ليعمل فتنة وهاب البرميل ,abusive
عنجد يا وهاب اوقات بتحط اشيا لابصتك لبص كل انسان بيعرف حاله منيح    ,normal
اخرس ولا حقير لما وقف وليد جنبلاط ضد النظام السوري عام 2005 كنت حضرتك كلب عند بشار الأسد فسد بوزك ولا تتذاكى,abusive
ومين قلك حدا طالب رأيك او انو تسدقي ,normal
الف تحية لشيخ العقل ومشايخنا الكرام ,normal
عدم المؤاخذة ايمت اخر مرة صار عندك,normal
قطر مرادف الارهاب ,hate
صه يا طبل حنجيبك ,abusive
وليد جنبلاط علي العربيه من حواره اثبت انه كلب السياسه العربيه والشخصيه المراوغه الاولي,abusive
اسكت انت والراقصة السياسية جنبلاط تبعك,abusive
لكن اضحك على حالك ,normal
واو واو قمة السادية الوجه الآخر الجميل ل زينتنا ,normal
جبران باسيل لم يخترع شيئا جديدا و انما تحدث مثل وزير خارجية ايران افعال اسرائيل سبب مشاكلها,normal
كذلك نرى الوئام هو ليس حيادياً او موارباً هومع التحت مع الفقراء والبسطاء الذين يكونون دائماً عند خط ,normal
وين الف صاروخ ؟ ترى الشام صارت غربول ,normal
عربي سني اي فشرت تكون سني انتا وهابي قذر,hate
مرعبي كل ما يقوله جبران باسيل اصبح شرعيه و تتبناه الحكومه اللبنانيه و عن لسان رئيس حكومتها سعد الحريري يا منافق,abusive
هيدا كلام بس للاسف البعض باع الضمير ليشتري قلة الشرف ,normal
جبران باسيل ورع اللبنانيين يضحكون عليه,normal
كول هوا و سد نيعك,abusive
أمة عربية و احدة,normal
انت رمز للفتنة وللتبعية و انت محرض للانشقاق اذا كنت غاوي لعب في السياسة فهذا شئ يعنيك انما اقحام الدين ,normal
هذا فعل الريال والدرهم لأنك كلب تفضل الريال والدرهم على سمعت بلدك فتميم هو من حول القمه من قمة وزر ,abusive
بالمباشر يتابع القمة الاقتصادية ما قبلها وما بعدها,normal
يا جماعة استخدام الكيماوي جريمة كبيرة لان الكيماوي النا كلنا مو بس للنظام بس خلصت الحرب مفكرين في حنفية مصاري حتى نشتري كيماوي جديد؟؟ نحنا بحاجة كل برميل,normal
وهاب ما نشر في جريدة الأخبار اليوم وفي دولة تحترم نفسها يستدعي توقيف فوري لعماد عثمان وزجه في السجن ,normal
فشــــرت يا حشرة حريتنا ورح ناخدها تضرب انت وبشار والملك تبعكم تفو عليكم انت يهودي فشرت تكون عربي الله ياخدكم اشه لفه,abusive
انت كول هوا وما خصك ب لبنان,abusive
كلامك هراء من دون اي قيمة تذكر انت بلوة من البلوات المنتقلة تقتل القتيل وتمشي في جنازته انت عبىء,abusive
ما حدا مجنون ومجرم الاّ انت لا غيرك ,abusive
كذبك يا أيوب بكفي كذب وافتراء بحق جبران باسيل,normal
ما في واحد بلبنان بشوف حردبتو ,normal
ضاربة الحمي بالنخاشيش    ,normal
ممكن أصواتكم ,normal
طز بهيك إعلام فاشل و فارط,abusive
عاد الى حضن أنيسة,abusive
طز بهيك استحواذ وبهيك نادي صار مع هيك مدرب حمار يلعن خواتك يا فالفيردي,abusive
جبران باسيل خرّب علاقات اللبنانيين ببعضهم وخرّب علاقة لبنان بدول العالم حتى لم يبق له سوى الانطمة الإرهابية,normal
البيان الختامي للقمة العربية يتلوه وزير الخارجية جبران باسيل,normal
والله انت اكبر خنفوس ,abusive
مزبوط من نفس العيلة عصام نعيم ,normal
عندما تنهق تضحك الحمير ,abusive
والله مرات هالزلمي معه حق جاري جاب ورقة وعمل شاحط مخالف ,normal
كلام شعبوي ينم عن جهل بكيفية عمل شركات الخلوي ما في شركات أخذت أي خدمات من الشركات ,normal
والله ساعة ما تكفي الحاجة بس بنخلقلك وقت,normal
هههه كيف بدهم يبطلو كل شي بيعملوه بحياتهم ,normal
فاشل ومتخلف شوف بلدك ياغبي لكن تضل تابع وذنب لحزب الشيطان وهوا الي فشلك بالانتخابات ياغبي    ,hate
هههه كيف طلعت معك هيدي لا تسأل قديش       ,normal
صغير وراح تبقى صغير ,abusive
من لأخر شو بدك يا سعدانة مقهورة انو نحن الشيعة موحدين وايد وحدة وانتو مقسومين وفايتين ببعضكن وبتكرهو بعض وبتحكوا وبتغدرو بعضكن  يلا خليكن مقسومين انتو المسيحيين وانشغلو ببعضكن,abusive
ههههههههه ولك هس خراس ليش انت بتمون عسرماية بهالبلد لتحكي برؤسا دول روح ارعى غنماتك اكتر من هيك ما فيك تعمل,abusive
وينن جماعة القوات من يلي صار اليوم بانتخاب رابطة المعلمين,normal
مصير الدولة والعهد على محك محاربة الفساد ,normal
نصرالله ما عزز الصداقة مع شخص العماد عون والوزير جبران باسيل هي حرب تموز ووثائق ويكيليكس,normal
بس بدك تحكي تحكيش متل الخنازير ,abusive
اول شي فشر انك تكون عزيزي,normal
سلّم حالك يا وئام وبلا كلام فاضي  العقاب لوهاب وهاب قاتل ابو دياب ,normal
موظف أمريكي لا يقبضون رواتبهم منذ شهرين بسبب عدم وجود ميزانية عجبا كيف أن الوزير جبران باسيل لم يتدخل بعد,normal
إن مجرد استطاعة جبران باسيل تحييد جزء من جمهور المقاومة ودفع جزء آخر للدفاع عن آرائه بعدم وجود عداء ايديولوجي مع العدو الاسرائيلي,normal
لو بتروح يا وهاب لوحدك افضل وجه لوجه الإستنكار يا بطل   ,normal
نزعتها لما قلت بمواجهة كل العرب كان يجب أن تقول بمواجهة سوريا وهذا يكفي ,normal
شو هم الكبار من حكي الصغار الوزير الملك جبران باسيل أنت كبير وبتضلك كبير لأنك إنسان شهم ومتواضع,normal
سد بوزك عماد عثمان أشرف من أن يتكلم امثالك عنه ,abusive
لا أعتقد في غير وهاب الهبيلة ,abusive
هيدا لبناني لإنو عميل طز بهيك بلد معفن,hate
جبران باسيل قال ان لبنان سيلعب دور رئيسا في اعادة الاعمار في الدول العربية,normal
سئلت من سياسيين عرب صودف وجودهم ع طاولتي عن رأيي بالمرحوم الشهيد رفيق الحريري كان جوابي يومها فيه,normal
ما مصلحة لبنان من هذا الكلام هل انت فعلاً وطني لبناني,normal
معاليك هيدي ب شباط سنة بعد سنين من حادثة منتظر الزيدي مع جورج بوش ,normal
هنن هالبهايم اكتر مخلوقات بيستعملوا التكنولوجيا مشان يقنعوا حالهن انهن بشر,abusive
ما بدا هل قد وقفو الطائفية بيمشي الحال,normal
ولك يا احمد بتكتب التويت و بتعملها ريتويت لحالك ولك هلقد بطل حدا متابعك  انا بوعدك ما رح اتركك باقي,normal
في نكتة بتقول أكتر ناس عنصريين بألمانيا هنة اللبنانيين يلي خلقانين بألمانيا السوريين يلي إجوا طلاب على ألمانيا الروس بعدين النازيين,normal
كم تملك من اموال لبنان يتساءل مراقبون وشاطئها تلون بالأخضر المتوسط لماذا ايها المناضل,normal
جبران باسيل عميل لإسرائيل تحت رعاية حزب الزباله,hate
يا زلمة يلي بيصنع معنا معروف بنتشكره شو ما كان يكون وانتم ادعياء الاخوة العرب هول مش ايرانيين ولا عجم عرب متلنا متلهم ,normal
انت مافهمان شي غير العمالية ,normal
انو باسيل ارتكب جريمة او حكي شي برات السياق,normal
خليك بحالك يا نعيمي على أساس أنت مش مرتزق و طبل فشخكم تميم   ,abusive
أفحمتني يا محمد هيدي جملة من الإنجيل يعني عالقليلة معترف فينا مش متل غيرك بس يا ريت بتقرا,normal
معناها المسيحية ناجحين اكتر من الاسلام عالتعبير ,normal
مطبلجي بوق متله متل غيره,abusive
هلق صحيح جبران باسيل ممكن يكون عنيد لدرجة الإزعاج بس بما إنو سماحة السيد بيتحملو وبيوثق فيه لازم نحنا نتحمله كمان      ,normal
اخي الحاج اذا شعرت انك محرجا من الانتقادات لتصريح جبران باسيل لا داعي لأن تهاجم المنتقدين,normal
قوم رجاع على حضن الوطن و دافع عن السيد الرئيس الدكتور المهندس الرائد الركن المظلي الفارس الذهبي يا انبطاحي لك قوم,abusive
عقبال ما نشوف الدولة لافة حبل المشنقة عليك ,normal
فيك الخصام وانت الخصم والحكم ,normal
كلمة تشبيح ماركة مسجلة لمؤيدي طرطور فارس بسوريا وطراطيره بمتصرفية لبنان بدولة فارس ,abusive
بعد كلام سماحة السيد حسن نصر الله البارحة تبين ان كل حملات شيطنة الوزير جبران باسيل قد سقطت,normal
طز بهيك بلد وهيك شعب وهيك حكومة,hate
طز بهك منتخب وطز بهيك لاعبين وطز بهك مدرب وبهك لعب وبهك لاعبين وبالاتحاد الرياضي واخص بالطز المدرب المخرف يشعر بـخيبة الأمل,abusive
وين عمك الملقي مشان ضرب المستثمر واستقطاب المستثمرين طز بهيك حكومات,abusive
هذا المنحط والمعروف عنه مخبر حقير واسألوا لبنانيين عنه وهو مستعد يبيع اهله لمن يدفع ومجرم وتجار مخدرات ,abusive
للأسف طز بهذا البلد وطز بهيك نواب فعلا نحنا اللبنانيين شعب بيهوي,abusive
وتعقيباً عل موضوع خدو خبارهم من زغارهم ,normal
جبران باسيل يغرّد عن رحيل مي منسى لبنان سيفتقد روحك الجميلة,normal
طيب ليك زحط معو انت كمان يا صرماية,abusive
بس مهضوم كتير بضحكني سيلو خاصة بس يحاول يعمل زلمي,normal
أنت اقذر واوسخ منه ,abusive
عووي وخلي صوت عواك يوصل للسما وكل ما تزيد عواء بنبسط بصوتك بس يا كلب يا وهاب فشرت ارميلك عضمة تا تسكت خليك عم تعووي ,abusive
روح كول  هوا حاج تهلوس بقى,abusive
بعد ساعتين حكي ما بينشبع منهم,normal
يا شباب روقو شوي هيدا كل ما نسبو او نبهدلو بينبسط وبزغرط كمان عندو اصحاب ومتابعين اه,normal
اللهم انتقم ممن شرّدنا و أذلنا في هذه الليلة الظلماء الماطرة,normal
ممكن تخبرنا مين هني الابطال الثلاثة؟ ,normal
و الله لا يوفقك يا جبران باسيل,normal
ما بينعتب عليك جاهلة وهبلة ,abusive
البلد عم ينهار بوجود العهد القوي وليكو عالهبيلة العوني وين راسوا,abusive
جبران باسيل بدو يعمل متل كميل شمعون وبشير الجميل,normal
صحيح كان يجب ان يحضر ذلك الذي زرع الورود وضمد الجراح وواكب الشهداء سفاح وقاتل الاطفال كفاكم كذب ,normal
هيك بجم بدن هيك مسرطن .طز بهيك شعب وهيك دولة وهيك قضاء,hate
لبرنامج حوار اليوم كانت كلمة الوزير جبران باسيل واضحة ودقيقة بالنسبة لموضوع النزوح السوري ونتمنى على الدول العربية مشارك,normal
زينب الحقير لعمل هيك صورة عنجد كتير وبلا اخلاق وكل صفات الحقارة موجودي عندو  اذا مجتمع مدني طز بهيك مجتمع مدني لبدو بس يوصل على السلطة,abusive
حالة تستحق الدراسة كيف حافظ الأسد قدر يدجّن أمة كاملة,normal
طز بهيك عرب طز بهيك دولة تفو,hate
ظبعاً ظبعاً اصلن الديرية مو عرب,normal
نعم معاليك ستظل دمشق المدينة التي تغنى بها الشعراء وهذه الكلمات خير شاهد فرشت فوق ثراك الطاهرالهدبا ,normal
شو حلو لو منربط لسانك بسلك كهربا بس مش من لبنان من الدولة الشقيقة وتكون فيها الكهربا ونخلي الفولتاج عال  ,normal
لكان ما تنسى تلفيله راسه بشريط مزركش الألوان خلينا نستمتع بالمشهد     ,normal
دويلة ؟ ودويلة معلمك ,normal
كردي بده يكون,normal
انت وذميم كلكم من نفس الزبالة ,hate
طبيعي مو كل الدنيا تكون بتعرف بس يعني شي منه ولا كله,normal
لهجة شاوية فصحى,hate
صدق وهو كذوب انت اكبر ارهابي و منافق ,abusive
ليه في دولي بلبنان هي دولي كل مني ايده اله ,normal
بعد هالحادثة لازم الدولة تصدر قرار انو لازم كل ناطور بناية يكون عندو كرش تما يقدر يمرق من فتحة التتخيتة ,normal
طز بهيك وطن وطز باللي بده يرجعله,hate
استاذ وئام انت الشرف والكرامه ويلي ماعجبو ينطح الحيط لانو ماعندو اي حجه عليك ,normal
انا من ناحيتي نسيتني أميل لحود و الياس الهراوي جبران باسيل بدّك نيزك وقليل عليك,normal
فيك تعتقد متل ما بدك بس المعروف وكل العالم بتعرفو انو سعد هبيلة من اوليتو ,abusive
للأسف الشديد تركيا على مشارف أقوى عشر اقتصاديات في العالم و قطر تحلق عالياً و تدفع المال لتحسين الوضع,normal
هذا شيخ الفتنه يا ابا الفتنه ,normal
